,Resort Name,Continent,Country,State/Province,URL,Altitude,Easy,Intermediate ,Difficult,Aerial tramway/reversible ropeway,Circulating ropeway/gondola lift,Chairlift,T-bar lift/platter/button lift ,Rope tow/baby lift,People mover/Moving Carpet,Adult,Youth,Child,Currency,Ski resort size ,"Slope offering, variety of runs ",Lifts and cable cars ,Snow reliability ,Slope preparation ,"Access, on-site parking ","Orientation (trail map, information boards, sign-postings) ",Cleanliness and hygiene ,Environmentally friendly ski operation ,Friendliness of staff ,"Mountain restaurants, ski huts, gastronomy ",AprÃ¨s-ski ,Accommodation offering directly at the slopes and lifts ,Families and children ,Beginners ,"Advanced skiers, freeriders ",Snow parks ,Cross-country skiing and trails ,Sunkid Moving Carpet,Combined installation (gondola and chair),People mover,Funicular,Snow caterpillars for Cat-skiing,Cog railway,Helicopter for Heli-skiing,Ski routes
2336,le-reposoir-village,Europe,France,Auvergne-RhÃ´ne-Alpes,https://www.skiresort.info/ski-resort/le-reposoir-village/,1132.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,12.0,European Euro,1.7,1.7,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2337,nakazato-snow-wood,Asia,Japan,Honshu,https://www.skiresort.info/ski-resort/nakazato-snow-wood/,665.0,0.5,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2000.0,0.0,1500.0,Japanese Yen,1.2,1.2,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2338,dalvik,Europe,Iceland,Northeast Iceland,https://www.skiresort.info/ski-resort/dalvik/,320.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3300.0,0.0,1300.0,Icelandic krona,1.7,1.7,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2339,ankenesfjellet-ankenesstranda-narvik,Europe,Norway,Nordland,https://www.skiresort.info/ski-resort/ankenesfjellet-ankenesstranda-narvik/,406.0,3.2,2.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,300.0,200.0,0.0,Norwegian krone,1.7,1.7,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2340,lisak-stribrna,Europe,Czech Republic,Karlovy Vary Region (KarlovarskÃ½ kraj),https://www.skiresort.info/ski-resort/lisak-stribrna/,800.0,1.5,0.8,0.8,0.0,0.0,0.0,0.0,0.0,0.0,250.0,0.0,200.0,Czech koruna,1.5,1.9,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2341,tadami,Asia,Japan,Honshu,https://www.skiresort.info/ski-resort/tadami/,550.0,0.3,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2850.0,0.0,1550.0,Japanese Yen,1.2,1.2,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2342,eibenstock,Europe,Germany,Saxony (Sachsen),https://www.skiresort.info/ski-resort/eibenstock/,745.0,0.4,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,19.0,15.0,European Euro,1.3,1.3,2.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2343,moninec-sedlec-prcice,Europe,Czech Republic,Central Bohemia (StÅednÃ­ Äechy),https://www.skiresort.info/ski-resort/moninec-sedlec-prcice/,700.0,0.2,1.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,735.0,0.0,550.0,Czech koruna,1.3,1.3,2.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2344,makov,Europe,Slovakia,Å½ilina (Å½ilinskÃ½ kraj),https://www.skiresort.info/ski-resort/makov/,948.0,0.4,5.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,12.0,European Euro,1.7,1.7,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2345,buchberg-goldegg,Europe,Austria,Salzburg (Salzburger Land),https://www.skiresort.info/ski-resort/buchberg-goldegg/,1225.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,31.0,20.0,European Euro,1.7,1.7,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2346,severka-dolni-lomna,Europe,Czech Republic,Moravian-Silesian Region (MoravskoslezskÃ½ kraj),https://www.skiresort.info/ski-resort/severka-dolni-lomna/,953.0,0.5,1.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,500.0,0.0,380.0,Czech koruna,1.3,1.3,2.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2347,laurentian-ski-hill-north-bay,North America,Canada,Ontario,https://www.skiresort.info/ski-resort/laurentian-ski-hill-north-bay/,325.0,1.3,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42.0,0.0,33.0,Canadian Dollar,1.3,1.3,2.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2348,javorovy-vrch-trinec,Europe,Czech Republic,Moravian-Silesian Region (MoravskoslezskÃ½ kraj),https://www.skiresort.info/ski-resort/javorovy-vrch-trinec/,937.0,0.3,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,360.0,0.0,250.0,Czech koruna,1.3,1.3,2.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2349,maseben-langtaufers-vallelunga,Europe,Italy,Trentino-Alto Adige (Trentino-SÃ¼dtirol),https://www.skiresort.info/ski-resort/maseben-langtaufers-vallelunga/,2266.0,2.9,2.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,European Euro,1.7,1.7,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2350,pian-cales-san-bernardino,Europe,Switzerland,Eastern Switzerland,https://www.skiresort.info/ski-resort/pian-cales-san-bernardino/,1791.0,4.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,17.0,15.0,Swiss Franc,1.7,1.7,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2351,holtanlia,Europe,Norway,Nordland,https://www.skiresort.info/ski-resort/holtanlia/,393.0,4.3,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,200.0,0.0,170.0,Norwegian krone,1.7,1.7,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2352,kaberlaba,Europe,Italy,Venetia (Veneto),https://www.skiresort.info/ski-resort/kaberlaba/,1142.0,3.6,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,0.0,25.0,European Euro,1.7,1.7,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2353,san-isidro-zona-salencias,Europe,Spain,Castile-Leon (Castilla y LeÃ³n),https://www.skiresort.info/ski-resort/san-isidro-zona-salencias/,1670.0,2.9,3.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,0.0,26.0,European Euro,1.7,1.7,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2354,saint-pacome,North America,Canada,Quebec,https://www.skiresort.info/ski-resort/saint-pacome/,300.0,4.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,18.5,10.0,Canadian Dollar,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2355,skorusina,Europe,Slovakia,BanskÃ¡ Bystrica (BanskobystrickÃ½ kraj),https://www.skiresort.info/ski-resort/skorusina/,1015.0,3.2,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,7.0,European Euro,1.7,1.7,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2356,magic-mountain-resort,North America,USA,Idaho,https://www.skiresort.info/ski-resort/magic-mountain-resort/,2207.0,3.5,3.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,39.0,0.0,29.0,US Dollar,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2357,val-dese,Europe,France,Corsica (Corse),https://www.skiresort.info/ski-resort/val-dese/,1800.0,2.5,3.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,European Euro,1.7,1.7,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2358,varingskollen,Europe,Norway,Akershus,https://www.skiresort.info/ski-resort/varingskollen/,546.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,420.0,0.0,310.0,Norwegian krone,1.5,1.9,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2359,beartooth-basin,North America,USA,Wyoming,https://www.skiresort.info/ski-resort/beartooth-basin/,3322.0,0.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.0,0.0,US Dollar,1.7,1.7,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2360,zuckerfeld,Europe,Germany,Hesse (Hessen),https://www.skiresort.info/ski-resort/zuckerfeld/,808.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,0.0,12.0,European Euro,1.7,1.7,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2361,munakas-nuepli-otepaeae,Europe,Estonia,Valga,https://www.skiresort.info/ski-resort/munakas-nuepli-otepaeae/,200.0,0.9,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,29.0,0.0,23.0,European Euro,1.3,1.3,2.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2362,hochbaerneck-st-anton-an-der-jessnitz,Europe,Austria,Lower Austria (NiederÃ¶sterreich),https://www.skiresort.info/ski-resort/hochbaerneck-st-anton-an-der-jessnitz/,1040.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,0.0,12.0,European Euro,1.7,1.7,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2363,levoca,Europe,Slovakia,PreÅ¡ov (PreÅ¡ovskÃ½ kraj),https://www.skiresort.info/ski-resort/levoca/,876.0,1.4,1.1,0.9,0.0,0.0,0.0,0.0,0.0,0.0,21.0,0.0,19.0,European Euro,1.5,1.9,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2364,haglebu,Europe,Norway,Buskerud,https://www.skiresort.info/ski-resort/haglebu/,1039.0,2.1,3.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,370.0,0.0,240.0,Norwegian krone,1.7,1.7,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2365,fonna-glacier-ski-resort,Europe,Norway,Western Norway (Vestlandet),https://www.skiresort.info/ski-resort/fonna-glacier-ski-resort/,1460.0,2.5,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,395.0,0.0,325.0,Norwegian krone,1.7,1.7,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2366,kagamiganaru,Asia,Japan,Honshu,https://www.skiresort.info/ski-resort/kagamiganaru/,964.0,0.5,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3600.0,0.0,2600.0,Japanese Yen,1.2,1.2,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2367,hochwechsellifts-moenichwald,Europe,Austria,Styria (Steiermark),https://www.skiresort.info/ski-resort/hochwechsellifts-moenichwald/,1300.0,1.5,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.5,22.5,17.0,European Euro,1.7,1.7,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2368,sappee,Europe,Finland,West Finland (LÃ¤nsi-Suomi),https://www.skiresort.info/ski-resort/sappee/,207.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43.0,0.0,27.0,European Euro,1.7,1.7,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2369,teichalm-fladnitz,Europe,Austria,Styria (Steiermark),https://www.skiresort.info/ski-resort/teichalm-fladnitz/,1450.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,0.0,17.5,European Euro,1.5,1.9,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2370,piobbico,Europe,Italy,Marche,https://www.skiresort.info/ski-resort/piobbico/,1470.0,1.7,3.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,15.0,European Euro,1.7,1.7,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2371,brameloup-saint-chely-daubrac,Europe,France,Occitania,https://www.skiresort.info/ski-resort/brameloup-saint-chely-daubrac/,1395.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,15.0,13.0,European Euro,1.7,1.7,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2372,raggal,Europe,Austria,Vorarlberg,https://www.skiresort.info/ski-resort/raggal/,1300.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,20.0,16.0,European Euro,1.7,1.7,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2373,fort-fun-winterwelt-bestwig,Europe,Germany,Central Uplands of Germany (Deutsche Mittelgebirge),https://www.skiresort.info/ski-resort/fort-fun-winterwelt-bestwig/,730.0,1.6,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,0.0,12.0,European Euro,1.3,1.3,2.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2374,grub-kaien,Europe,Switzerland,Eastern Switzerland,https://www.skiresort.info/ski-resort/grub-kaien/,1065.0,2.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,0.0,20.0,Swiss Franc,1.7,1.7,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2375,malenovice,Europe,Czech Republic,Moravian-Silesian Region (MoravskoslezskÃ½ kraj),https://www.skiresort.info/ski-resort/malenovice/,706.0,0.0,1.7,0.8,0.0,0.0,0.0,0.0,0.0,0.0,450.0,0.0,360.0,Czech koruna,1.3,1.3,2.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2376,stavtjoern,Europe,Norway,Western Norway (Vestlandet),https://www.skiresort.info/ski-resort/stavtjoern/,800.0,2.5,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,445.0,0.0,360.0,Norwegian krone,1.7,1.7,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2377,janovky-zuberec,Europe,Slovakia,Å½ilina (Å½ilinskÃ½ kraj),https://www.skiresort.info/ski-resort/janovky-zuberec/,1000.0,3.8,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,0.0,20.0,European Euro,1.7,1.7,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2378,straza-bled,Europe,Slovenia,Gorenjska (Upper Carniola),https://www.skiresort.info/ski-resort/straza-bled/,634.0,1.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,16.0,9.0,European Euro,1.3,1.3,2.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2379,eniwa-shimin,Asia,Japan,Hokkaido,https://www.skiresort.info/ski-resort/eniwa-shimin/,160.0,0.4,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2300.0,0.0,1700.0,Japanese Yen,1.2,1.2,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2380,hoislifts-modriach-edelschrott,Europe,Austria,Styria (Steiermark),https://www.skiresort.info/ski-resort/hoislifts-modriach-edelschrott/,1230.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,16.5,European Euro,1.7,1.7,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2381,muggenbrunn,Europe,Germany,Baden-WÃ¼rttemberg,https://www.skiresort.info/ski-resort/muggenbrunn/,1243.0,2.5,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.0,19.0,10.0,European Euro,1.7,1.7,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2382,premyslov-jeleni,Europe,Czech Republic,Olomouc Region (OlomouckÃ½ kraj),https://www.skiresort.info/ski-resort/premyslov-jeleni/,960.0,1.7,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,590.0,0.0,420.0,Czech koruna,1.3,1.3,2.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2383,park-kralja-matjaza-crna-na-koroskem,Europe,Slovenia,Carinthia (KoroÅ¡ka),https://www.skiresort.info/ski-resort/park-kralja-matjaza-crna-na-koroskem/,789.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,17.5,15.0,13.0,European Euro,1.5,1.9,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2384,messilae,Europe,Finland,Southern Finland (EtelÃ¤-Suomi),https://www.skiresort.info/ski-resort/messilae/,191.0,1.3,4.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41.0,0.0,30.0,European Euro,1.7,1.7,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2385,luzna,Europe,Czech Republic,ZlÃ­n Region (ZlÃ­nskÃ½ kraj),https://www.skiresort.info/ski-resort/luzna/,650.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-,1.5,1.9,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2386,chvatimech-valaska,Europe,Slovakia,BanskÃ¡ Bystrica (BanskobystrickÃ½ kraj),https://www.skiresort.info/ski-resort/chvatimech-valaska/,773.0,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-,1.3,1.3,2.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2387,kopanki-pelister,Europe,North Macedonia,Pelagonia (Pelagoniski region),https://www.skiresort.info/ski-resort/kopanki-pelister/,1770.0,0.6,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-,1.3,1.3,2.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2388,zolotaya-gora,Russia,Siberia,0,https://www.skiresort.info/ski-resort/zolotaya-gora/,409.0,4.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-,1.7,1.7,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2389,pooladkaf,Asia,Iran,0,https://www.skiresort.info/ski-resort/pooladkaf/,3231.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2390,vittjaakk,Europe,Sweden,Northern Sweden (Norrland),https://www.skiresort.info/ski-resort/vittjaakk/,710.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-,1.7,1.7,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2391,saint-urcize,Europe,France,Auvergne-RhÃ´ne-Alpes,https://www.skiresort.info/ski-resort/saint-urcize/,1369.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-,1.7,1.7,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2392,graeftaavallen,Europe,Sweden,Northern Sweden (Norrland),https://www.skiresort.info/ski-resort/graeftaavallen/,795.0,4.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-,1.7,1.7,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2393,kamoidake-kokusai,Asia,Japan,Hokkaido,https://www.skiresort.info/ski-resort/kamoidake-kokusai/,467.0,3.0,3.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2394,yokomuki-onsen,Asia,Japan,Honshu,https://www.skiresort.info/ski-resort/yokomuki-onsen/,1146.0,0.5,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-,1.2,1.2,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2395,abisko,Europe,Sweden,Northern Sweden (Norrland),https://www.skiresort.info/ski-resort/abisko/,900.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-,1.4,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
